character,codepoint,unicode_name,unicode_category,unicode_block,production_occurrences,resource_classes,sample_contexts,classification,JPN-0007,JPN-000E,JPN-001C,JPN-00C7,MLG-0007,MLG-000E
沛,U+6C9B,CJK UNIFIED IDEOGRAPH-6C9B,Lo,CJK Unified Ideographs,2,STAGEDAT_OLANG,STAGEDAT_OLANG/LANG_ITEM_TEXT.OLANG#7843: 以宜人香气恢复精神值。让你在精神充沛、自信满满的状态下度过一段时间。 || STAGEDAT_OLANG/LANG_ITEM_TEXT.OLANG#15548: 以宜人香气恢复精神值。让你在精神充沛、自信满满的状态下度过一段时间。,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
沟,U+6C9F,CJK UNIFIED IDEOGRAPH-6C9F,Lo,CJK Unified Ideographs,5,BRIEFING | SLOT_OLANG,SLOT_OLANG/5D420130#35694: 而且翻滚还能跃过小沟和障碍物 || SLOT_OLANG/5D420130#35700: 而且翻滚还能跃过小沟和障碍物 || BRIEFING/BRIEFING_FILES_BLOCK_016490#0: 在CO-OPS中，与同伴保持紧密沟通非常重要。 || BRIEFING/BRIEFING_FILES_BLOCK_029400#2: 这一带的河流经常泛滥。洪水溢出时会冲刷地表，到处都留下这样的沟槽。 || BRIEFING/BRIEFING_FILES_BLOCK_082710#24: 她白皙纤细的手指抚过我的腹部，又一路滑进比基尼胸罩包裹出的乳沟之间。,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
没,U+6CA1,CJK UNIFIED IDEOGRAPH-6CA1,Lo,CJK Unified Ideographs,2325,BRIEFING | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YPK_GTT/1C0FB26B#7: 还没找到吗？试试使用夜视仪。 || YPK_GTT/1C0FB26B#32: 成功了。趁幽灵还没缠上你，快回来。 || YPK_GTT/1C0FB26B#35: 哪里可能有幽灵？可惜我完全没有灵感。 || YPK_GTT/1C0FB26B#44: 幽灵？没兴趣。要是Harpy我倒想看看…… || YPK_GTT/1C0FB26B#59: 时间到了……没能救下他。返回基地。,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
沦,U+6CA6,CJK UNIFIED IDEOGRAPH-6CA6,Lo,CJK Unified Ideographs,1,BRIEFING,BRIEFING/BRIEFING_FILES_BLOCK_027FF0#9: 有些私生女BASTARD在母亲去世后会沦为街头儿童，内战频发的国家就更惨了。,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
沫,U+6CAB,CJK UNIFIED IDEOGRAPH-6CAB,Lo,CJK Unified Ideographs,1,BRIEFING,BRIEFING/BRIEFING_FILES_BLOCK_082710#4: 接着，她咽了口唾沫，说：“皮肤真漂亮啊……。”,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
沮,U+6CAE,CJK UNIFIED IDEOGRAPH-6CAE,Lo,CJK Unified Ideographs,1,BRIEFING,BRIEFING/BRIEFING_FILES_BLOCK_019970#4: 别那么沮丧，Snake。研发班开发出了一种新的碳酸饮料。,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
河,U+6CB3,CJK UNIFIED IDEOGRAPH-6CB3,Lo,CJK Unified Ideographs,159,BRIEFING | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YPK_GTT/1C7A73AD#1: 这里好像是维修用船坞。似乎通向闸门另一边的运河…… || YPK_GTT/1C7B72AD#11: 这一带的河流从山区流下来。河很深，大船也能通行。 || YPK_GTT/1C7B72AD#12: 这条河里也有他们丢的垃圾……不可原谅。 || LOOSE_OLANG/007E2F18#5294: 河谷 || LOOSE_OLANG/007E2F18#5356: ●圣胡安河,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
沸,U+6CB8,CJK UNIFIED IDEOGRAPH-6CB8,Lo,CJK Unified Ideographs,1,BRIEFING,BRIEFING/BRIEFING_FILES_BLOCK_036C20#5: 旧日的热血又沸腾起来了？,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
油,U+6CB9,CJK UNIFIED IDEOGRAPH-6CB9,Lo,CJK Unified Ideographs,30,BRIEFING | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YPK_GTT/1C0FB26B#115: 加油，把物品都回收完。 || YPK_GTT/1C0FB26B#172: 不能利用那些油桶吗？ || YPK_GTT/1C0FB26B#191: 只需要打倒操作机枪座的士兵。加油。 || YPK_GTT/1C0FB26B#199: 现在正是关键时刻！加油！ || YPK_GTT/1C0FB26B#233: 还有敌人！加油！！,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
治,U+6CBB,CJK UNIFIED IDEOGRAPH-6CBB,Lo,CJK Unified Ideographs,64,BRIEFING | SLOT_OLANG | STAGEDAT_OLANG,STAGEDAT_OLANG/LANG_MYOUTER_STAFF.OLANG#9846: 进行治疗和诊察，提高所有人员对疾病的抵抗力。此外，还可以开发更强力的麻醉枪。 || STAGEDAT_OLANG/LANG_MYOUTER_STAFF.OLANG#9847: 治疗疾病、负伤和PTSD。 || STAGEDAT_OLANG/LANG_MYOUTER_TOP.OLANG#10107: 而且，被送往“诊疗所”后的治疗速度也会提高。 || STAGEDAT_OLANG/LANG_MYOUTER_STAFF.OLANG#19416: 进行治疗和诊察，提高所有人员对疾病的抵抗力。此外，还可以开发更强力的麻醉枪。 || STAGEDAT_OLANG/LANG_MYOUTER_STAFF.OLANG#19417: 治疗疾病、负伤和PTSD。,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
沼,U+6CBC,CJK UNIFIED IDEOGRAPH-6CBC,Lo,CJK Unified Ideographs,123,BRIEFING | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,LOOSE_OLANG/007E2F18#5388: ●泥沼-沼泽 || LOOSE_OLANG/007E2F18#5389: ●泥沼-峡谷 || LOOSE_OLANG/007E2F18#5390: ●泥沼-丛林 || STAGEDAT_OLANG/LANG_STAGETELOP.OLANG#13745: 泥沼：丛林 || STAGEDAT_OLANG/LANG_STAGETELOP.OLANG#13747: 泥沼：峡谷,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
沾,U+6CBE,CJK UNIFIED IDEOGRAPH-6CBE,Lo,CJK Unified Ideographs,15,SLOT_OLANG,SLOT_OLANG/5D52E4F8#40804: 沾染着诱人的料理香气，连野生动物也会为之着迷。 || SLOT_OLANG/5D52E4F8#40805: 沾染着诱人的料理香气，连野生动物也会为之着迷。 || SLOT_OLANG/5D52E4F8#40806: 沾染着诱人的料理香气，连野生动物也会为之着迷。 || SLOT_OLANG/5D52E4F8#40807: 沾染着诱人的料理香气，连野生动物也会为之着迷。 || SLOT_OLANG/5D52E4F8#40808: 沾染着诱人的料理香气，连野生动物也会为之着迷。,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
沿,U+6CBF,CJK UNIFIED IDEOGRAPH-6CBF,Lo,CJK Unified Ideographs,376,BRIEFING | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YPK_GTT/1C7AF3AD#1: 先沿原路向东返回，再从那里向北走。 || YPK_GTT/1C7B72AD#3: 从沿海设施来的卡车。 || YPK_GTT/1C7B72AD#13: 沿海的货物是从这里走水路运的……？ || YPK_GTT/1C7B72ED#12: 已经到运输路线了。沿路去敌人的基地。 || YPK_GTT/1C7BF2ED#12: 如果有能抓手的地方，能不能从某处沿着过去？,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
泄,U+6CC4,CJK UNIFIED IDEOGRAPH-6CC4,Lo,CJK Unified Ideographs,8,BRIEFING | SLOT_OLANG | YPK_GTT,YPK_GTT/1C7BF3AD#22: 电磁波正在泄漏。现在导弹无效。 || YPK_GTT/1C7BF3AD#23: 现在导弹无效。看来有电磁波泄漏。 || SLOT_OLANG/5D2DCCC3#30689: 由美国与西德这两个西方坦克强国联手，计划共同开发的下一代坦克试作车辆（美国方面开发型号）。搭载的152mm炮/导弹发射器是一种既能发射传统炮弹又能发射导弹的新颖武器系统，目标是大幅提高综合火力。防御方面也设置了防火隔舱以及弹药舱泄压区等，设计时强烈强调了防御强化。如何削弱车辆本身的战斗力，将会左右这场战斗的胜负。 || SLOT_OLANG/5D3AF96D#33731: ……你泄露了同伴的藏身处？ || SLOT_OLANG/5D3B058D#35012: 一项实验使用的伪装数据泄露到了你们那里。,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
泌,U+6CCC,CJK UNIFIED IDEOGRAPH-6CCC,Lo,CJK Unified Ideographs,1,BRIEFING,BRIEFING/BRIEFING_FILES_BLOCK_02D350#5: 听说有些还会从皮肤分泌毒素，光是碰到就很危险。别因为可爱就把它放到手上。,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
法,U+6CD5,CJK UNIFIED IDEOGRAPH-6CD5,Lo,CJK Unified Ideographs,1228,BRIEFING | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YPK_GTT/1C0FB26B#105: 把携带文件的敌人彻底击倒。否则无法回收文件，明白吗？ || YPK_GTT/1C7679A5#19: 直升机快满员了！再回收几个就无法进行富尔顿回收了！ || YPK_GTT/1C7679A5#21: 直升机挤得满满当当，门都关不上！回到MotherBase之前没法继续富尔顿回收。 || YPK_GTT/1C7679A5#22: 暂时没法回收了。 || YPK_GTT/1C7679A5#23: MotherBase已经无法再收容更多人员。人数减少前，先放弃富尔顿回收。,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
泛,U+6CDB,CJK UNIFIED IDEOGRAPH-6CDB,Lo,CJK Unified Ideographs,11,BRIEFING | LOOSE_OLANG | SLOT_OLANG,LOOSE_OLANG/007E2F18#5656: 周刊Famitsu1986年以《Famicom通信》之名创刊，是每周四发售的综合游戏杂志。由KADOKAWAGameLinkage发行。从家用机游戏到游戏应用、街机、PC，广泛覆盖各类游戏资讯。※图片为2010年当时版本 || SLOT_OLANG/5DEDCB1E#90753: 一种军用级塑性炸药，被美军和世界各地的其他军队广泛使用。其破坏力是TNT的1.34倍，几乎可以塑造成任何形状。C4是你武器库中最基本的爆破工具。你一定会找到许多用途。 || SLOT_OLANG/5DEDCB1E#90754: 一种军用级塑性炸药，被美军和世界各地的其他军队广泛使用。其破坏力是TNT的1.34倍，几乎可以塑造成任何形状。C4是你武器库中最基本的爆破工具。你一定会找到许多用途。 || SLOT_OLANG/5DEDCB1E#90755: 一种军用级塑性炸药，被美军和世界各地的其他军队广泛使用。其破坏力是TNT的1.34倍，几乎可以塑造成任何形状。C4是你武器库中最基本的爆破工具。你一定会找到许多用途。 || SLOT_OLANG/5DEDCB1E#90756: 一种军用级塑性炸药，被美军和世界各地的其他军队广泛使用。其破坏力是TNT的1.34倍，几乎可以塑造成任何形状。C4是你武器库中最基本的爆破工具。你一定会找到许多用途。,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
泞,U+6CDE,CJK UNIFIED IDEOGRAPH-6CDE,Lo,CJK Unified Ideographs,1,BRIEFING,BRIEFING/BRIEFING_FILES_BLOCK_06C9D0#3: 湿地里的泥泞，就算用腿走也很吃力吧。,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
泡,U+6CE1,CJK UNIFIED IDEOGRAPH-6CE1,Lo,CJK Unified Ideographs,8,BRIEFING | SLOT_OLANG | YPK_GTT,YPK_GTT/1C7CF2ED#14: 咖啡……下次我给你泡。 || SLOT_OLANG/5D3AF9CD#34005: 如果真的使用核武器，一切都会化为泡影。 || BRIEFING/BRIEFING_FILES_BLOCK_02B420#4: 到那时候，我还想给Snake泡一杯这里产的咖啡。 || BRIEFING/BRIEFING_FILES_BLOCK_061FE0#3: 可丽饼啊，泡芙CHOUALACREME、闪电泡芙ECLAIR、玛德琳，还有费南雪FINANCIER……。 || BRIEFING/BRIEFING_FILES_BLOCK_061FE0#6: 舒芙蕾、泡芙塔、可露丽、佛罗伦汀、库因阿曼、蜜桃梅尔巴……。,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
波,U+6CE2,CJK UNIFIED IDEOGRAPH-6CE2,Lo,CJK Unified Ideographs,131,BRIEFING | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YPK_GTT/1C7679A5#326: 终极合作武器——电磁波照射枪。 || YPK_GTT/1C7679A5#331: 终极合作武器——电磁波照射枪。 || YPK_GTT/1C7BF3AD#22: 电磁波正在泄漏。现在导弹无效。 || YPK_GTT/1C7BF3AD#23: 现在导弹无效。看来有电磁波泄漏。 || LOOSE_OLANG/005184E3#3199: “听说‘BonCurryNEO’可以直接用微波炉加热。不用再等3分钟，2分钟就行了。”,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
泣,U+6CE3,CJK UNIFIED IDEOGRAPH-6CE3,Lo,CJK Unified Ideographs,5,SLOT_OLANG | STAGEDAT_OLANG,STAGEDAT_OLANG/LANG_GAMEOVER.OLANG#13323: 鸟儿在哭泣……怎么了，Snake！回应我！！ || STAGEDAT_OLANG/LANG_GAMEOVER.OLANG#13999: 鸟儿在哭泣……怎么了，Snake！回应我！！ || SLOT_OLANG/5DD2A877#87707: 鸟儿在哭泣…发生了什么？Snake？ || SLOT_OLANG/5DD2A877#87842: 鸟儿在哭泣…发生了什么？Snake？ || SLOT_OLANG/5DD2A877#87977: 鸟儿在哭泣…发生了什么？Snake？,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
泥,U+6CE5,CJK UNIFIED IDEOGRAPH-6CE5,Lo,CJK Unified Ideographs,54,BRIEFING | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YPK_GTT/1C677327#7: 有些侦察SCOUT兵会用草木和泥土伪装。融入自然后更难对付。 || LOOSE_OLANG/007E2F18#4096: “Naked”状态下的裤装迷彩图案变体。在丛林或泥土地面环境中可提高伪装率，但效果只有上下装都使用迷彩时的一半。 || LOOSE_OLANG/007E2F18#4109: “野战服”的迷彩变体。站在丛林或泥土地面时，伪装率会略微提升。 || LOOSE_OLANG/007E2F18#5388: ●泥沼-沼泽 || LOOSE_OLANG/007E2F18#5389: ●泥沼-峡谷,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
注,U+6CE8,CJK UNIFIED IDEOGRAPH-6CE8,Lo,CJK Unified Ideographs,495,BRIEFING | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YPK_GTT/1C0FB26B#28: 我一直注视着你。 || YPK_GTT/1C0FB26B#128: 开枪时注意周围…… || YPK_GTT/1C677327#19: 注意激光的红光。 || YPK_GTT/1C7679A5#193: 贴墙时按，可以敲墙吸引敌人注意。 || YPK_GTT/1C7679A5#194: 贴墙时按，可以敲墙吸引敌人注意。,CN_ALREADY_COVERED,YES,YES,NO,YES,YES,YES
泪,U+6CEA,CJK UNIFIED IDEOGRAPH-6CEA,Lo,CJK Unified Ideographs,2,BRIEFING | SLOT_OLANG,SLOT_OLANG/5D3AF96D#33717: 擦干眼泪后，答应我一件事。 || BRIEFING/BRIEFING_FILES_BLOCK_02FE70#13: 我们失去了首都马那瓜。世界各地的人都送来了援助物资。我们高兴得都快流泪了。,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
泳,U+6CF3,CJK UNIFIED IDEOGRAPH-6CF3,Lo,CJK Unified Ideographs,29,BRIEFING | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YPK_GTT/1C7679A5#200: 你不是来游泳的。 || YPK_GTT/1C7679A5#201: 想游泳吗？看看现在是什么情况…… || YPK_GTT/1C7679A5#202: 游泳改天再说吧？ || STAGEDAT_OLANG/LANG_ITEM_TEXT.OLANG#7983: 女性泳装。攻击与防御都是最低等级。实在让人搞不懂为什么要穿着它上战场。不过因为轻便，移动速度应该会更快。 || STAGEDAT_OLANG/LANG_ITEM_TEXT.OLANG#7984: 男性泳装。攻击与防御都是最低等级。实在让人搞不懂为什么要穿着它上战场。不过因为轻便，移动速度应该会更快。,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
泵,U+6CF5,CJK UNIFIED IDEOGRAPH-6CF5,Lo,CJK Unified Ideographs,60,BRIEFING | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,LOOSE_OLANG/007E2F18#5687: 轻量泵动式霰弹枪。按瞄准，按开火。 || LOOSE_OLANG/007E2F18#5688: 轻量泵动式霰弹枪。按瞄准，按开火。 || LOOSE_OLANG/007E2F18#5689: 轻量泵动式霰弹枪。按瞄准，按开火。 || STAGEDAT_OLANG/LANG_WEAPON_TEXT.OLANG#10691: 轻量泵动式霰弹枪。按住瞄准键瞄准，按攻击键开火。 || STAGEDAT_OLANG/LANG_WEAPON_TEXT.OLANG#10730: 轻量泵动式霰弹枪。按住瞄准键瞄准，按攻击键开火。,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
泷,U+6CF7,CJK UNIFIED IDEOGRAPH-6CF7,Lo,CJK Unified Ideographs,2,YPK_GTT,YPK_GTT/1C79F46D#43: 川西能势口绢延桥泷山莺之森鼓泷,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
泻,U+6CFB,CJK UNIFIED IDEOGRAPH-6CFB,Lo,CJK Unified Ideographs,7,SLOT_OLANG,SLOT_OLANG/5DEDCB1E#90645: 为特种部队使用而开发的微型轻机枪，以其极其紧凑、高度便携的设计而著称。M10极高的射速让用户能够向目标倾泻一连串精准的射击，使其具有惊人的制动力。然而，这种威力是以牺牲精度为代价的，因为枪身小巧与高后坐力失衡。要充分发挥这把冲锋枪的全部潜力需要大量练习；最好的方法是不断使用，直到完全熟悉它的操控。此型号配备了枪管护套… || SLOT_OLANG/5DEDCB1E#90646: 为特种部队使用而开发的微型轻机枪，以其极其紧凑、高度便携的设计而著称。M10极高的射速让用户能够向目标倾泻一连串精准的射击，使其具有惊人的制动力。然而，这种威力是以牺牲精度为代价的，因为枪身小巧与高后坐力失衡。要充分发挥这把冲锋枪的全部潜力需要大量练习；最好的方法是不断使用，直到完全熟悉它的操控。配备有限次使用的消音… || SLOT_OLANG/5DEDCB1E#90647: 为特种部队使用而开发的微型轻型冲锋枪，以其极其紧凑、高度便携的设计而著称。M10极高的射速让用户能够向目标倾泻一连串精准的射击，使其具有惊人的制动力。然而，这种威力是以牺牲精度为代价的，因为枪身小巧与高后坐力失衡。要充分发挥这把冲锋枪的全部潜力需要大量练习；最好的方法是不断使用，直到完全熟悉它的操控。 || SLOT_OLANG/5DEDCB1E#90872: 西德军队使用的通用机枪。它是备受赞誉的二战时期MG42的改进型号，枪膛经过翻新以适应标准的战后弹药。MG3的高射速让使用者能在一瞬间向目标倾泻数十发子弹。这种火力自然以高后坐力为代价，使其在连续射击时极难控制。建议新手玩家在技巧足以驾驭之前，避免使用这把武器。本型号配有改进型弹匣，提升了弹药容量，使其拥有与火力相匹配… || SLOT_OLANG/5DEDCB1E#90873: 西德军队使用的通用机枪。它是备受赞誉的二战时期MG42的改进型号，枪膛经过翻新以适应标准的战后弹药。MG3的高射速让使用者能在一瞬间向目标倾泻数十发子弹。这种火力自然以高后坐力为代价，使其在连续射击时极难控制。建议新手玩家在技巧足以驾驭之前，避免使用这把武器。本型号配有改进型弹匣，提升了弹药容量，使其拥有与火力相匹配…,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
泼,U+6CFC,CJK UNIFIED IDEOGRAPH-6CFC,Lo,CJK Unified Ideographs,1,BRIEFING,BRIEFING/BRIEFING_FILES_BLOCK_0084F0#12: 用特洛伊木马战法潜入，用稻草人DECOY扰乱敌人……最绝的是，对着攀爬城墙的敌人泼滚水和粪尿……,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
泽,U+6CFD,CJK UNIFIED IDEOGRAPH-6CFD,Lo,CJK Unified Ideographs,62,BRIEFING | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,LOOSE_OLANG/007E2F18#5388: ●泥沼-沼泽 || STAGEDAT_OLANG/LANG_STAGETELOP.OLANG#13749: 泥沼：沼泽 || STAGEDAT_OLANG/LANG_STAGETELOP.OLANG#14425: 泥沼：沼泽 || STAGEDAT_OLANG/LANG_CHARAEDIT.OLANG#14702: 沼泽 || STAGEDAT_OLANG/LANG_MYOUTER_STAFF_COMMENT.OLANG#19581: “我、我在ElCenagal一带的沼泽里看见了奇怪的脚印……怪、怪物……？”,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
洁,U+6D01,CJK UNIFIED IDEOGRAPH-6D01,Lo,CJK Unified Ideographs,7,BRIEFING | SLOT_OLANG,SLOT_OLANG/5DEDCB1E#90855: M700栓动狩猎步枪的深度改进型号，重生为军用狙击步枪。得益于简洁的结构，它坚固可靠，虽然只能单发，但在精度方面很少有武器能与之匹敌。具有3档变焦瞄准镜。本型号经过改装，可发射能恢复目标生命值的特殊'生命恢复弹'。如果你想在合作模式中从远处恢复队友的生命值，就用它准没错。 || SLOT_OLANG/5DEDCB1E#90857: M700栓动狩猎步枪的深度改进型号，重生为军用狙击步枪。得益于简洁的结构，它坚固可靠，虽然只能单发，但在精度方面很少有武器能与之匹敌。具有3档变焦瞄准镜。本型号经过改装，可发射能恢复目标生命值的特殊'生命恢复弹'。如果你想在合作模式中从远处恢复队友的生命值，就用它准没错。 || SLOT_OLANG/5DEDCB1E#90858: M700栓动狩猎步枪的深度改进型号，重生为军用狙击步枪。得益于简洁的结构，它坚固可靠，虽然只能单发，但在精度方面很少有武器能与之匹敌。M700拥有3档变焦瞄准镜，发射穿甲弹；因此，它基本完全面向远距离精确狙击。无论是狙击对决还是在合作模式中支援队友，它都是出色的武器。本型号加装更重的重型枪管，可减少枪口上跳。 || SLOT_OLANG/5DEDCB1E#90859: M700栓动狩猎步枪的深度改进型号，重生为军用狙击步枪。得益于简洁的结构，它坚固可靠，虽然只能单发，但在精度方面很少有武器能与之匹敌。M700拥有3档变焦瞄准镜，发射穿甲弹；因此，它基本完全面向远距离精确狙击。无论是狙击对决还是在合作模式中支援队友，它都是出色的武器。本型号加装更重的重型枪管，可减少枪口上跳。 || SLOT_OLANG/5DEDCB1E#90860: M700栓动狩猎步枪的深度改进型号，重生为军用狙击步枪。得益于简洁的结构，它坚固可靠，虽然只能单发，但在精度方面很少有武器能与之匹敌。M700拥有3档变焦瞄准镜，发射穿甲弹；因此，它基本完全面向远距离精确狙击。无论是狙击对决还是在合作模式中支援队友，它都是出色的武器。,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
洋,U+6D0B,CJK UNIFIED IDEOGRAPH-6D0B,Lo,CJK Unified Ideographs,11,BRIEFING,BRIEFING/BRIEFING_FILES_BLOCK_000000#4: 看样子，这座平台是美国一所大学为研究海洋温差发电OTEC而建的。锈迹斑斑的发电涡轮上还留着校名。 || BRIEFING/BRIEFING_FILES_BLOCK_00C420#4: 苏联近在咫尺，又靠近中国和北朝鲜。对太平洋地区的安全保障也不可或缺。 || BRIEFING/BRIEFING_FILES_BLOCK_026130#0: 像太平洋一侧的山地那样，有明显旱季的地方，会形成热带干旱林。 || BRIEFING/BRIEFING_FILES_BLOCK_043380#6: 据说是因为那里后来与海洋隔绝了。尼斯湖还和海相连时，有蛇颈龙游了进去，之后因为气候变化之类的原因被困在湖里。 || BRIEFING/BRIEFING_FILES_BLOCK_049EF0#2: 听说18世纪的海盗会从加勒比海一路把船开到太平洋一侧。,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
洒,U+6D12,CJK UNIFIED IDEOGRAPH-6D12,Lo,CJK Unified Ideographs,3,BRIEFING | LOOSE_OLANG | SLOT_OLANG,LOOSE_OLANG/007E2F18#4979: AXE香氛身体喷雾AXE是全球大型消费品制造商Unilever在世界各地推出的男性护理品牌。AXE香氛身体喷雾只需轻轻旋转瓶身并喷洒，即可轻松享受由知名调香师打造的正统香氛。采用淡香喷雾形式，不必担心喷得过多，无论什么场合都能让你保持酷劲。 || SLOT_OLANG/5D904CFF#62568: AXE香氛身体喷雾AXE是世界顶级消费品厂商Unilever在全球推广的男性护理品牌。AXE香氛身体喷雾只需轻轻旋转瓶身并喷洒，即可轻松享受知名调香师打造的专业香气。喷雾只会留下淡淡香味，不必担心使用过量，让你在任何场合都保持酷劲。http://www.axeeffect.jp || BRIEFING/BRIEFING_FILES_BLOCK_05E7B0#9: 有一种说法认为，原因是大规模种植香蕉时喷洒的农药。,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
