character,codepoint,production_occurrences,classification,JPN-0007,JPN-000E,JPN-001C,JPN-00C7,MLG-0007,MLG-000E
稳,U+7A33,74,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
稻,U+7A3B,59,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
稿,U+7A3F,1,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
穆,U+7A46,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
究,U+7A76,487,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
穷,U+7A77,15,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
空,U+7A7A,679,CN_ALREADY_COVERED,YES,NO,YES,YES,YES,YES
穿,U+7A7F,621,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
突,U+7A81,759,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
窃,U+7A83,9,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
窄,U+7A84,16,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
窍,U+7A8D,8,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
窗,U+7A97,145,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
窝,U+7A9D,4,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
窥,U+7AA5,8,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
立,U+7ACB,419,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
站,U+7AD9,427,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
竞,U+7ADE,32,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
竟,U+7ADF,206,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
章,U+7AE0,85,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
童,U+7AE5,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
竭,U+7AED,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
端,U+7AEF,38,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
竿,U+7AFF,3,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
笑,U+7B11,67,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
笔,U+7B14,59,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
笛,U+7B1B,2,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
符,U+7B26,150,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
笨,U+7B28,25,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
第,U+7B2C,344,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
笹,U+7B39,1,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
笼,U+7B3C,4,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
等,U+7B49,1364,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
筋,U+7B4B,51,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
筑,U+7B51,34,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
筒,U+7B52,52,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
答,U+7B54,143,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
策,U+7B56,15,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
筛,U+7B5B,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
筹,U+7B79,9,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
签,U+7B7E,333,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
简,U+7B80,117,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
箔,U+7B94,57,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
算,U+7B97,516,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
管,U+7BA1,561,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
箭,U+7BAD,239,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
箱,U+7BB1,954,CN_ALREADY_COVERED,YES,YES,NO,YES,YES,YES
篮,U+7BEE,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
簿,U+7C3F,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
籍,U+7C4D,16,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
米,U+7C73,43,CN_ALREADY_COVERED,YES,NO,YES,YES,YES,YES
类,U+7C7B,453,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
籽,U+7C7D,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
粉,U+7C89,46,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
粒,U+7C92,4,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
粗,U+7C97,23,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
粪,U+7CAA,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
粮,U+7CAE,487,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
粹,U+7CB9,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
精,U+7CBE,591,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
糊,U+7CCA,6,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
糕,U+7CD5,13,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
糙,U+7CD9,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
糟,U+7CDF,63,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
系,U+7CFB,576,CN_ALREADY_COVERED,NO,YES,NO,YES,YES,YES
素,U+7D20,69,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
索,U+7D22,614,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
紧,U+7D27,216,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
紫,U+7D2B,4,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
累,U+7D2F,57,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
繁,U+7E41,22,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
纠,U+7EA0,8,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
红,U+7EA2,68,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
纤,U+7EA4,10,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
约,U+7EA6,172,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
级,U+7EA7,428,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
纪,U+7EAA,50,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
纯,U+7EAF,22,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
纳,U+7EB3,57,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
纵,U+7EB5,24,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
纸,U+7EB8,1081,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
纹,U+7EB9,31,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
纽,U+7EBD,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
线,U+7EBF,460,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
练,U+7EC3,285,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
组,U+7EC4,264,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
细,U+7EC6,127,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
织,U+7EC7,55,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
终,U+7EC8,265,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
绊,U+7ECA,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
绍,U+7ECD,15,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
经,U+7ECF,740,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
绑,U+7ED1,42,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
结,U+7ED3,870,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
绕,U+7ED5,460,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
绘,U+7ED8,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
给,U+7ED9,1017,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
络,U+7EDC,138,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
绝,U+7EDD,184,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
绞,U+7EDE,135,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
统,U+7EDF,470,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
绢,U+7EE2,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
继,U+7EE7,287,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
绩,U+7EE9,18,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
绪,U+7EEA,10,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
续,U+7EED,626,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
绯,U+7EEF,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
绰,U+7EF0,9,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
绳,U+7EF3,22,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
维,U+7EF4,67,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
绷,U+7EF7,4,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
综,U+7EFC,36,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
绽,U+7EFD,12,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
绿,U+7EFF,73,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
缀,U+7F00,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
缓,U+7F13,29,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
缔,U+7F14,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
编,U+7F16,262,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
缘,U+7F18,18,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
缚,U+7F1A,15,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
缝,U+7F1D,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
缠,U+7F20,10,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
缨,U+7F28,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
缩,U+7F29,156,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
缭,U+7F2D,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
缴,U+7F34,155,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
缺,U+7F3A,54,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
罐,U+7F50,15,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
网,U+7F51,159,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
罕,U+7F55,4,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
罗,U+7F57,228,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
罚,U+7F5A,96,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
罢,U+7F62,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
罩,U+7F69,94,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
罪,U+7F6A,13,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
置,U+7F6E,2121,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
署,U+7F72,32,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
羁,U+7F81,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
羊,U+7F8A,6,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
美,U+7F8E,1094,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
羞,U+7F9E,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
羡,U+7FA1,2,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
群,U+7FA4,41,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
羽,U+7FBD,23,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
翁,U+7FC1,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
翅,U+7FC5,17,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
翔,U+7FD4,7,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
翠,U+7FE0,4,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
翡,U+7FE1,4,JPN_RECOVERABLE,NO,NO,NO,YES,NO,NO
翰,U+7FF0,4,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
翱,U+7FF1,3,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
翻,U+7FFB,68,CN_ALREADY_COVERED,NO,YES,YES,YES,YES,YES
翼,U+7FFC,55,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
耀,U+8000,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
老,U+8001,118,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
考,U+8003,93,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
者,U+8005,1316,CN_ALREADY_COVERED,YES,YES,YES,YES,YES,YES
而,U+800C,1066,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
耍,U+800D,6,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
耐,U+8010,294,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
耗,U+8017,120,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
耳,U+8033,18,CN_ALREADY_COVERED,NO,YES,NO,YES,YES,YES
耶,U+8036,41,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
耸,U+8038,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
耻,U+803B,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
耽,U+803D,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
聊,U+804A,24,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
职,U+804C,43,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
联,U+8054,476,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
聚,U+805A,64,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
聪,U+806A,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
肃,U+8083,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
肆,U+8086,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
肉,U+8089,69,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
肌,U+808C,6,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
肖,U+8096,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
肚,U+809A,45,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
肠,U+80A0,10,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
股,U+80A1,55,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
肢,U+80A2,3,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
肤,U+80A4,15,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
肥,U+80A5,1,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
肩,U+80A9,44,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
肮,U+80AE,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
肯,U+80AF,54,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
育,U+80B2,16,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
肺,U+80BA,14,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
肿,U+80BF,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
胀,U+80C0,4,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
胁,U+80C1,166,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
胆,U+80C6,3,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
背,U+80CC,163,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
胎,U+80CE,3,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
胜,U+80DC,248,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
胞,U+80DE,1,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
胡,U+80E1,125,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
胧,U+80E7,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
胳,U+80F3,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
胶,U+80F6,110,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
胸,U+80F8,8,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
能,U+80FD,4500,CN_ALREADY_COVERED,YES,YES,NO,YES,YES,YES
脆,U+8106,63,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
脉,U+8109,14,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
脊,U+810A,8,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
脏,U+810F,103,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
脐,U+8110,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
脑,U+8111,81,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
脚,U+811A,406,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
脱,U+8131,75,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
脸,U+8138,27,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
腊,U+814A,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
腐,U+8150,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
腕,U+8155,5,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
腰,U+8170,10,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
腹,U+8179,15,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
腻,U+817B,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
腾,U+817E,15,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
腿,U+817F,63,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
膀,U+8180,15,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
膊,U+818A,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
膛,U+819B,18,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
膜,U+819C,3,JPN_RECOVERABLE,NO,NO,NO,YES,NO,NO
膨,U+81A8,4,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
膳,U+81B3,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
臂,U+81C2,11,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
臣,U+81E3,1,JPN_RECOVERABLE,NO,NO,NO,YES,NO,NO
自,U+81EA,1760,CN_ALREADY_COVERED,YES,YES,YES,YES,YES,YES
臭,U+81ED,13,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
至,U+81F3,596,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
致,U+81F4,463,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
舆,U+8206,3,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
舌,U+820C,1,JPN_RECOVERABLE,NO,NO,NO,YES,NO,NO
舍,U+820D,59,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
舐,U+8210,1,JPN_RECOVERABLE,NO,NO,NO,YES,NO,NO
舒,U+8212,44,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
舔,U+8214,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
舞,U+821E,9,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
航,U+822A,62,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
般,U+822C,29,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
舰,U+8230,55,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
舱,U+8231,200,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
舷,U+8237,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
船,U+8239,95,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
艇,U+8247,13,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
艘,U+8258,4,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
良,U+826F,376,CN_ALREADY_COVERED,YES,YES,NO,YES,YES,YES
艰,U+8270,7,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
色,U+8272,637,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
艳,U+8273,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
艺,U+827A,15,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
艾,U+827E,8,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
节,U+8282,62,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
芒,U+8292,4,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
芙,U+8299,4,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
芦,U+82A6,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
芬,U+82AC,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
花,U+82B1,40,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
芳,U+82B3,25,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
芽,U+82BD,2,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
苏,U+82CF,525,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
苔,U+82D4,1,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
苗,U+82D7,2,JPN_RECOVERABLE,NO,NO,NO,YES,NO,NO
苛,U+82DB,4,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
若,U+82E5,151,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
苦,U+82E6,145,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
英,U+82F1,702,CN_ALREADY_COVERED,NO,YES,YES,YES,YES,YES
苹,U+82F9,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
茂,U+8302,5,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
范,U+8303,172,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
茄,U+8304,12,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
茧,U+8327,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
茶,U+8336,69,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
草,U+8349,74,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
荐,U+8350,4,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
荒,U+8352,25,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
荡,U+8361,15,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
荣,U+8363,28,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
药,U+836F,607,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
荷,U+8377,1,JPN_RECOVERABLE,NO,NO,NO,YES,NO,NO
莓,U+8393,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
莫,U+83AB,43,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
莱,U+83B1,4,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
莲,U+83B2,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
获,U+83B7,1056,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
莺,U+83BA,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
菇,U+83C7,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
菊,U+83CA,3,JPN_RECOVERABLE,NO,NO,NO,YES,NO,NO
菌,U+83CC,3,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
菜,U+83DC,475,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
萄,U+8404,7,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
萌,U+840C,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
萍,U+840D,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
营,U+8425,126,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
萦,U+8426,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
萧,U+8427,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
萨,U+8428,93,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
落,U+843D,157,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
著,U+8457,28,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
葡,U+8461,7,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
葫,U+846B,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
葬,U+846C,6,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
葱,U+8471,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蒂,U+8482,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蒙,U+8499,34,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
蒜,U+849C,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蒸,U+84B8,14,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
蓄,U+84C4,109,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
蓝,U+84DD,96,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蔓,U+8513,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蔬,U+852C,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蔽,U+853D,76,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
蕉,U+8549,418,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蕴,U+8574,2,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
蕾,U+857E,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
薄,U+8584,9,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
藏,U+85CF,247,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
藓,U+85D3,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
藻,U+85FB,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蘑,U+8611,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
虎,U+864E,45,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
虏,U+864F,424,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
虐,U+8650,2,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
虑,U+8651,38,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
虚,U+865A,68,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
虫,U+866B,37,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
